"","X","display_title","mpaa_rating","critics_pick","byline","headline","summary_short","publication_date","opening_date","date_updated","link","multimedia"
"1604",3,"Iris","PG-13",1,"MANOHLA DARGIS","Review: In ‘Iris,’ Albert Maysles Explores Iris Apfel’s Style","Mr. Maysles&#8217;s penultimate documentary shows the 93-year-old Ms. Apfel in all her bedecked glory, and the confused reactions she elicits.","2015-04-28","2015-04-29","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/04/29/movies/review-in-iris-albert-maysles-explores-iris-apfels-style.html', 'suggested_link_text': 'Read the New York Times Review of Iris'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/04/29/arts/29IRISJP/29IRISJP-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"1605",4,"Welcome to Me","R",1,"A. O. SCOTT","Review: Kristen Wiig as a Troubled Lottery Winner in ‘Welcome to Me’","Ms. Wiig&#8217;s character decides to spend a major financial windfall on buying her own talk show in this dark comedy directed by Shira Piven.","2015-04-30","2015-05-01","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/01/movies/review-kristen-wiig-as-a-bipolar-lottery-winner-in-welcome-to-me.html', 'suggested_link_text': 'Read the New York Times Review of Welcome to Me'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/01/arts/01WELCOME/01WELCOME-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1606",5,"Maya the Bee Movie","G",1,"NEIL GENZLINGER","Review: In &#8216;Maya the Bee Movie,&#8217; a Young Dreamer Escapes the Hive Mentality","Maya hears nothing but “don’ts” from grown-ups: “Bees don’t dream” and “Bees don’t sing” and “Bees don’t have fun.”","2015-04-30","2015-03-08","2017-11-02 04:18:20","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/01/movies/review-in-maya-the-bee-movie-a-young-dreamer-escapes-the-hive-mentality.html', 'suggested_link_text': 'Read the New York Times Review of Maya the Bee Movie'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/01/arts/01MAYA/01MAYA-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"1607",6,"The 100-Year-Old Man Who Climbed Out the Window and Disappeared","R",1,"NEIL GENZLINGER","Review: &#8216;The 100-Year-Old Man Who Climbed Out the Window and Disappeared&#8217;","This often droll Swedish movie is a new entry in the genre that might be called Old People Behaving Hilariously.","2015-05-07","2015-05-08","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/08/movies/review-the-100-year-old-man-who-climbed-out-the-window-and-disappeared.html', 'suggested_link_text': 'Read the New York Times Review of The 100-Year-Old Man Who Climbed Out the Window and Disappeared'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/08/arts/08HUNDRED/08HUNDRED-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1608",7,"Saint Laurent","R",1,"A. O. SCOTT","Review: &#8216;Saint Laurent,&#8217; Beautiful People, High Fashion and Career at Its Pinnacle","This film by Bertrand Bonello offers an all-access look into the designer Yves Saint Laurent at work and after-hours with a perspective that is at once intimate and detached.","2015-05-07","","2017-11-02 04:16:40","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/08/movies/review-saint-laurent-beautiful-people-high-fashion-and-career-at-its-pinnacle.html', 'suggested_link_text': 'Read the New York Times Review of Saint Laurent'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/08/arts/08SAINTLAURENT/08SAINTLAURENT-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1609",8,"One Cut, One Life","",1,"STEPHEN HOLDEN","Review: With &#8216;One Cut, One Life,&#8217; Ed Pincus and Lucia Small Document His Illness","In his final years, the documentary pioneer Ed Pincus joined with the filmmaker Lucia Small, to record his medical struggles and their own collaboration.","2015-05-13","2015-05-15","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/14/movies/review-with-one-cut-one-life-ed-pincus-and-lucia-small-document-his-illness.html', 'suggested_link_text': 'Read the New York Times Review of One Cut, One Life'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/14/arts/14ONECUT/14ONECUT-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1610",9,"Mad Max: Fury Road","R",1,"A. O. SCOTT","Review: ‘Mad Max: Fury Road,’ Still Angry After All These Years","This George Miller film, with Tom Hardy as the hero, has the spirit of a sequel to the original: Speed and efficiency are of the essence, leavened with nasty biker wit and distaste for authority.","2015-05-14","2015-05-15","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/15/movies/review-mad-max-fury-road-still-angry-after-all-these-years.html', 'suggested_link_text': 'Read the New York Times Review of Mad Max: Fury Road'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/14/arts/madmax2/madmax2-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1611",10,"Good Kill","R",1,"STEPHEN HOLDEN","Review: &#8216;Good Kill&#8217; Stars Ethan Hawke Fighting Enemies Half a World Away","This Andrew Niccol film is a blunt critique of remote-control warfare, which is transforming the reality of battle into a video game whose casualties are pixels on a screen.","2015-05-14","2015-05-15","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/15/movies/review-good-kill-stars-ethan-hawke-fighting-enemies-half-a-world-away.html', 'suggested_link_text': 'Read the New York Times Review of Good Kill'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/15/arts/15GOODKILL/15GOODKILL-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1612",11,"Every Secret Thing","R",1,"NEIL GENZLINGER","&#8216;Every Secret Thing,&#8217; an Unsettling Story of When Babies Go Missing","This movie stars Dakota Fanning and Danielle Macdonald as teenagers who committed a crime as young girls, and who are suspected of being repeat offenders.","2015-05-14","","2017-11-02 04:16:34","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/15/movies/every-secret-thing-an-unsettling-story-of-when-babies-go-missing.html', 'suggested_link_text': 'Read the New York Times Review of Every Secret Thing'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/15/arts/15EVERY1/15EVERY1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1613",12,"La marche à suivre","",1,"JEANNETTE CATSOULIS","Review: &#8216;Guidelines&#8217; Is Jean-Fran&ccedil;ois Caissy&#8217;s Look at High School","This documentary, filmed in a rural Quebec, features students both contained and let free.","2015-05-25","","2017-11-02 04:16:42","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/26/movies/review-guidelines-is-jean-francois-caissys-look-at-high-school.html', 'suggested_link_text': 'Read the New York Times Review of La marche à suivre'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/26/arts/26GUIDESUB/26GUIDESUB-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1614",13,"Results","R",1,"A. O. SCOTT","Review: &#8216;Results&#8217; Tracks Exertions in Matters of the Cardio","In Andrew Bujalski’s romantic comedy, a personal trainer and her boss find their badinage interrupted by an out-of-shape heir.","2015-05-28","","2017-11-02 04:16:42","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/29/movies/review-results-tracks-exertions-in-matters-of-the-cardio.html', 'suggested_link_text': 'Read the New York Times Review of Results'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/29/arts/29RESULTS1/29RESULTS1-mediumThreeByTwo210-v3.jpg', 'width': 210, 'height': 140}"
"1615",14,"Tu dors Nicole","Not Rated",1,"STEPHEN HOLDEN","Review: In &#8216;Tu Dors Nicole,&#8217; the Daughter Loafs While the Parents Are Away","This third feature from St&#233;phane Lafleur follows a woman who takes what she wants on the job at a secondhand store and generally lives an impulsive life.","2015-05-28","","2017-11-02 04:16:42","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/29/movies/review-in-tu-dors-nicole-the-daughter-loafs-while-the-parents-are-away.html', 'suggested_link_text': 'Read the New York Times Review of Tu dors Nicole'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/29/arts/29NICOLE/29NICOLE-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1616",15,"I Believe in Unicorns","",1,"JEANNETTE CATSOULIS","Review: In &#8216;I Believe in Unicorns,&#8217; a Princess Meets Her Punk Prince Charming","The director Leah Meyerhoff brings her life story to the screen in this work filmed in her childhood home in Oakland, Calif.","2015-05-28","","2017-11-02 04:16:29","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/29/movies/review-in-i-believe-in-unicorns-a-princess-meets-her-punk-prince-charming.html', 'suggested_link_text': 'Read the New York Times Review of I Believe in Unicorns'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/29/arts/29UNICORNS/29UNICORNS-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"1617",16,"Heaven Knows What","R",1,"NICOLAS RAPOLD","Review: &#8216;Heaven Knows What&#8217; Dramatizes a Young Junkie&#8217;s Life","Directed by Josh and Benny Safdie, &#8220;Heaven Knows What&#8221; chronicles an addict and her pursuits on the streets of New York.","2015-05-28","2015-05-29","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/05/29/movies/review-heaven-knows-what-dramatizes-a-young-junkies-life.html', 'suggested_link_text': 'Read the New York Times Review of Heaven Knows What'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/05/29/arts/29HEAVEN1/29HEAVEN1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1618",17,"Every Last Child","",1,"DANIEL M. GOLD","Review: &#8216;Every Last Child,&#8217; a Front-Line View of the Polio Crisis in Pakistan","Tom Roberts’s documentary examines the struggles of health workers in Pakistan to vaccinate children against polio in the face of mistrust and Taliban attacks.","2015-06-02","2015-06-05","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/03/movies/review-every-last-child-a-front-line-view-of-the-polio-crisis-in-pakistan.html', 'suggested_link_text': 'Read the New York Times Review of Every Last Child'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/03/arts/03EVERYLAST/03EVERYLAST-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1619",18,"A Pigeon Sat on a Branch Reflecting on Existence","PG-13",1,"A. O. SCOTT","Review: &#8216;A Pigeon Sat on a Branch,&#8217; Roy Andersson&#8217;s Rumination on Life","Mr. Andersson&#8217;s signature style as a writer and director comes through in &#8220;A Pigeon Sat on a Branch Reflecting on Existence.&#8221;","2015-06-02","","2017-11-02 04:16:36","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/03/movies/review-a-pigeon-sat-on-a-branch-roy-anderssons-rumination-on-life.html', 'suggested_link_text': 'Read the New York Times Review of A Pigeon Sat on a Branch Reflecting on Existence'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/03/arts/03PIGEON/03PIGEON-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1620",19,"Testament of Youth","PG-13",1,"STEPHEN HOLDEN","Review: &#8216;Testament of Youth&#8217; Recalls the Great War With Little Nostalgia","Adapted from Vera Brittain&#8217;s antiwar memoir, the film, which stars Alicia Vikander, describes battlefield devastation and damage that returned home.","2015-06-04","","2017-11-02 04:16:32","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/05/movies/review-testament-of-youth-recalls-the-great-war-with-little-nostalgia.html', 'suggested_link_text': 'Read the New York Times Review of Testament of Youth'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/05/arts/06TESTAMENT1/06TESTAMENT1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1621",0,"Love & Mercy","PG-13",1,"A. O. SCOTT","Review: &#8216;Love &amp; Mercy&#8217; Gets Inside Brian Wilson&#8217;s Head","In Bill Pohlad&#8217;s Beach Boys biopic, Paul Dano plays Mr. Wilson in the 1960s, making &#8220;Pet Sounds,&#8221; and John Cusack plays him in the 1980s, making peace.","2015-06-04","2015-06-19","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/05/movies/review-love-mercy-gets-inside-brian-wilsons-head.html', 'suggested_link_text': 'Read the New York Times Review of Love & Mercy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/05/arts/05LOVE1/06LOVE1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1622",1,"Insidious: Chapter 3","PG-13",1,"ANDY WEBSTER","Review: &#8216;Insidious: Chapter 3&#8217; Keeps a Franchise Rolling","In this prequel to the original movie, directed by Leigh Whannell, a teenager enlists ghost hunters to try to connect with her dead mother.","2015-06-04","2015-06-05","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/05/movies/review-insidious-chapter-3-keeps-a-franchise-rolling.html', 'suggested_link_text': 'Read the New York Times Review of Insidious: Chapter 3'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/05/arts/05INSIDIOUS/05INSIDIOUS-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1623",2,"The Wolfpack","R",1,"MANOHLA DARGIS","Review: &#8216;The Wolfpack&#8217; Shares the Story of Brothers and a Cinematic Lifeline","Six young men who steeped themselves in film when they were prevented from venturing past their apartment door are the subject of Crystal Moselle&#8217;s intimate documentary.","2015-06-11","","2017-11-02 04:16:39","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/12/movies/review-the-wolfpack-shares-the-story-of-brothers-and-a-cinematic-lifeline.html', 'suggested_link_text': 'Read the New York Times Review of The Wolfpack'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/12/arts/12WOLFPACKJP/12WOLFPACKJP-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"1624",3,"The Yes Men Are Revolting","Not Rated",1,"STEPHEN HOLDEN","Review: In &#8216;The Yes Men Are Revolting,&#8217; Prankster Activists Take On Climate Change","The third documentary follows this comic duo through some personal struggles as they train their sights on global warming.","2015-06-11","2015-06-12","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/12/movies/review-in-the-yes-men-are-revolting-prankster-activists-take-on-climate-change.html', 'suggested_link_text': 'Read the New York Times Review of The Yes Men Are Revolting'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/12/arts/12YESMAN/12YESMAN-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"1625",4,"Rubble Kings","",1,"DANIEL M. GOLD","Review: ‘Rubble Kings’ Recounts a Death That Led to a Gang Truce and Changed the Bronx","This documentary from Shan Nicholson traces how the violence that had overwhelmed that borough would eventually give way to a hip-hop culture.","2015-06-18","","2017-11-02 04:16:35","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/19/movies/review-rubble-kings-recounts-a-death-that-led-to-a-gang-truce-and-changed-the-bronx.html', 'suggested_link_text': 'Read the New York Times Review of Rubble Kings'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/19/arts/19RUBBLE/19RUBBLE-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"1626",5,"Inside Out","PG",1,"A. O. SCOTT","Review: Pixar’s ‘Inside Out’ Finds the Joy in Sadness, and Vice Versa","Pete Docter’s new animated film, with the voices of television comedians like Amy Poehler, Mindy Kaling and Bill Hader, brings to life an 11-year-old’s interior drama.","2015-06-18","2015-06-19","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/19/movies/review-pixars-inside-out-finds-the-joy-in-sadness-and-vice-versa.html', 'suggested_link_text': 'Read the New York Times Review of Inside Out'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/19/movies/19insideout/19insideout-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"1627",6,"Phantom Halo","R",1,"HELEN T. VERONGOS","Review: &#8216;Phantom Halo,&#8217; a Crime Caper With Thomas Brodie-Sangster","Rebecca Romijn and Luke Kleintank are also in the cast of this drama, which focuses on the sons of a dissolute father.","2015-06-18","2015-06-19","2017-11-02 04:18:21","{'type': 'article', 'url': 'http://www.nytimes.com/2015/06/19/movies/review-phantom-halo-a-crime-caper-with-thomas-brodie-sangster.html', 'suggested_link_text': 'Read the New York Times Review of Phantom Halo'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2015/06/19/arts/19PHANTOM/19PHANTOM-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
